,params,mle,N,p_transition,offset,kappa
4395,3.0_13.0_0.5_2.5_10.0,-13708.269711538464,3.0,0.5,13.0,2.5
4396,4.2_17.0_0.5_2.5_10.0,-13726.478096153845,4.2,0.5,17.0,2.5
4397,4.0_13.5_1.4_2.7_10.0,-13713.487884615384,4.0,1.4,13.5,2.7
4398,3.6_16.0_0.7_2.5_10.0,-13728.699384615382,3.6,0.7,16.0,2.5
4399,4.8_10.5_1.1_2.7_10.0,-13751.75871153846,4.8,1.1,10.5,2.7
4400,3.8_14.5_0.6_2.0_10.0,-13694.045865384613,3.8,0.6,14.5,2.0
4401,3.0_9.0_1.3_2.8_10.0,-13686.053115384615,3.0,1.3,9.0,2.8
4402,4.6_14.0_1.2_1.4_10.0,-13674.604673076925,4.6,1.2,14.0,1.4
4403,4.6_11.5_1.4_2.9_10.0,-13705.414576923076,4.6,1.4,11.5,2.9
4404,3.0_15.0_0.8_1.4_10.0,-13748.550769230771,3.0,0.8,15.0,1.4
4405,4.6_12.0_1.0_2.2_10.0,-13687.115134615384,4.6,1.0,12.0,2.2
4406,3.2_13.0_1.2_2.2_10.0,-13699.792634615384,3.2,1.2,13.0,2.2
4407,3.2_15.0_1.0_1.4_10.0,-13727.35694230769,3.2,1.0,15.0,1.4
4408,4.4_12.0_0.8_2.2_10.0,-13678.88032692308,4.4,0.8,12.0,2.2
4409,4.8_15.0_1.1_2.7_10.0,-13678.638403846157,4.8,1.1,15.0,2.7
4410,4.0_16.0_1.4_2.7_10.0,-13751.164826923075,4.0,1.4,16.0,2.7
4411,3.6_13.5_0.7_2.5_10.0,-13682.37734615385,3.6,0.7,13.5,2.5
4412,4.2_12.5_0.5_2.5_10.0,-13685.307865384615,4.2,0.5,12.5,2.5
4413,4.4_9.5_1.4_2.6_10.0,-13738.013096153845,4.4,1.4,9.5,2.6
4414,3.2_16.5_1.2_2.2_10.0,-13777.20223076923,3.2,1.2,16.5,2.2
4415,4.4_17.5_0.8_2.2_10.0,-13706.94873076923,4.4,0.8,17.5,2.2
4416,3.2_10.5_1.0_1.4_10.0,-13671.208865384617,3.2,1.0,10.5,1.4
4417,4.6_14.0_1.4_2.9_10.0,-13699.470153846156,4.6,1.4,14.0,2.9
4418,4.6_11.5_1.2_1.4_10.0,-13703.442365384615,4.6,1.2,11.5,1.4
4419,4.6_17.5_1.0_2.2_10.0,-13699.60148076923,4.6,1.0,17.5,2.2
4420,3.0_10.5_0.8_1.4_10.0,-13677.362692307692,3.0,0.8,10.5,1.4
4421,3.8_11.0_0.6_2.0_10.0,-13687.241019230769,3.8,0.6,11.0,2.0
4422,4.4_12.5_0.6_2.6_10.0,-13684.598134615384,4.4,0.6,12.5,2.6
4423,3.8_14.0_0.8_2.4_10.0,-13679.328942307695,3.8,0.8,14.0,2.4
4424,4.0_17.5_1.3_2.1_10.0,-13758.647461538463,4.0,1.3,17.5,2.1
4425,3.6_16.5_0.9_2.1_10.0,-13736.219326923077,3.6,0.9,16.5,2.1
4426,3.4_16.5_1.1_2.1_10.0,-13755.828076923075,3.4,1.1,16.5,2.1
4427,4.2_10.5_0.6_2.8_10.0,-13721.336711538463,4.2,0.6,10.5,2.8
4428,3.8_11.5_0.8_2.4_10.0,-13667.629461538458,3.8,0.8,11.5,2.4
4429,4.4_17.0_0.6_2.6_10.0,-13706.379634615383,4.4,0.6,17.0,2.6
4430,4.2_15.0_0.6_2.8_10.0,-13686.123653846154,4.2,0.6,15.0,2.8
4431,3.4_13.0_1.1_2.1_10.0,-13685.773673076923,3.4,1.1,13.0,2.1
4432,3.6_9.0_1.4_2.4_10.0,-13695.494865384615,3.6,1.4,9.0,2.4
4433,4.0_12.0_1.3_2.1_10.0,-13675.478326923077,4.0,1.3,12.0,2.1
4434,3.6_13.0_0.9_2.1_10.0,-13674.304038461538,3.6,0.9,13.0,2.1
4435,3.8_11.5_0.7_2.3_10.0,-13671.70175,3.8,0.7,11.5,2.3
4436,4.4_17.0_0.9_2.1_10.0,-13696.208423076923,4.4,0.9,17.0,2.1
4437,4.8_9.5_1.2_1.8_10.0,-13799.929442307692,4.8,1.2,9.5,1.8
4438,3.2_16.0_1.3_2.1_10.0,-13774.052057692306,3.2,1.3,16.0,2.1
4439,3.0_11.0_0.6_2.8_10.0,-13680.586307692305,3.0,0.6,11.0,2.8
4440,4.6_17.0_1.1_2.1_10.0,-13695.419538461538,4.6,1.1,17.0,2.1
4441,3.6_13.0_0.6_2.6_10.0,-13682.953365384614,3.6,0.6,13.0,2.6
4442,4.8_15.5_1.0_2.4_10.0,-13675.768884615387,4.8,1.0,15.5,2.4
4443,4.6_12.5_1.1_2.1_10.0,-13674.996673076921,4.6,1.1,12.5,2.1
4444,3.0_14.5_0.6_2.8_10.0,-13738.24501923077,3.0,0.6,14.5,2.8
4445,4.4_12.5_0.9_2.1_10.0,-13670.215750000001,4.4,0.9,12.5,2.1
4446,4.8_9.5_1.4_2.5_10.0,-13790.569865384616,4.8,1.4,9.5,2.5
4447,3.2_13.5_1.3_2.1_10.0,-13716.007846153845,3.2,1.3,13.5,2.1
4448,3.8_14.0_0.7_2.3_10.0,-13681.972019230772,3.8,0.7,14.0,2.3
4449,4.8_10.0_1.0_2.4_10.0,-13776.637596153847,4.8,1.0,10.0,2.4
4450,4.4_9.0_1.3_1.8_10.0,-13761.021884615386,4.4,1.3,9.0,1.8
4451,3.6_16.5_0.6_2.6_10.0,-13750.890846153847,3.6,0.6,16.5,2.6
4452,3.2_16.0_0.7_1.6_10.0,-13766.76303846154,3.2,0.7,16.0,1.6
4453,3.2_17.0_0.8_2.9_10.0,-13786.585288461541,3.2,0.8,17.0,2.9
4454,4.4_16.0_1.2_2.9_10.0,-13714.57746153846,4.4,1.2,16.0,2.9
4455,3.2_10.0_0.5_2.0_10.0,-13690.057057692307,3.2,0.5,10.0,2.0
4456,4.6_11.0_0.7_2.0_10.0,-13746.062019230769,4.6,0.7,11.0,2.0
4457,3.0_17.0_1.0_2.9_10.0,-13805.104846153845,3.0,1.0,17.0,2.9
4458,3.0_14.5_1.4_2.2_10.0,-13763.806903846154,3.0,1.4,14.5,2.2
4459,3.8_11.5_1.3_1.4_10.0,-13676.339999999998,3.8,1.3,11.5,1.4
4460,3.8_17.5_1.1_2.2_10.0,-13755.895038461536,3.8,1.1,17.5,2.2
4461,3.2_9.0_1.0_2.9_10.0,-13675.1495,3.2,1.0,9.0,2.9
4462,4.8_13.5_0.6_2.5_10.0,-13684.141711538461,4.8,0.6,13.5,2.5
4463,3.6_15.0_1.0_2.7_10.0,-13709.559365384617,3.6,1.0,15.0,2.7
4464,3.4_14.0_0.7_1.8_10.0,-13696.063576923076,3.4,0.7,14.0,1.8
4465,3.4_15.0_0.8_2.7_10.0,-13714.992480769233,3.4,0.8,15.0,2.7
4466,4.2_14.0_1.2_2.7_10.0,-13693.784480769227,4.2,1.2,14.0,2.7
4467,3.8_14.0_1.3_1.4_10.0,-13697.13321153846,3.8,1.3,14.0,1.4
4468,3.8_12.0_1.1_2.2_10.0,-13670.839038461538,3.8,1.1,12.0,2.2
4469,3.0_12.5_1.0_2.9_10.0,-13697.671153846155,3.0,1.0,12.5,2.9
4470,4.6_14.5_0.7_2.0_10.0,-13672.858884615383,4.6,0.7,14.5,2.0
4471,3.0_11.0_1.4_2.2_10.0,-13705.264576923075,3.0,1.4,11.0,2.2
4472,3.2_12.5_0.8_2.9_10.0,-13684.103115384614,3.2,0.8,12.5,2.9
4473,3.2_13.5_0.7_1.6_10.0,-13698.853788461536,3.2,0.7,13.5,1.6
4474,3.2_15.5_0.5_2.0_10.0,-13767.967653846154,3.2,0.5,15.5,2.0
4475,4.4_13.5_1.2_2.9_10.0,-13684.379750000002,4.4,1.2,13.5,2.9
4476,3.4_10.5_0.8_2.7_10.0,-13670.514307692307,3.4,0.8,10.5,2.7
4477,3.4_11.5_0.7_1.8_10.0,-13677.477076923076,3.4,0.7,11.5,1.8
4478,4.2_11.5_1.2_2.7_10.0,-13678.044403846154,4.2,1.2,11.5,2.7
4479,3.6_9.0_0.9_2.9_10.0,-13699.040596153847,3.6,0.9,9.0,2.9
4480,3.6_10.5_1.0_2.7_10.0,-13671.791884615386,3.6,1.0,10.5,2.7
4481,4.8_16.0_0.6_2.5_10.0,-13684.816615384614,4.8,0.6,16.0,2.5
4482,4.4_14.5_1.0_2.7_10.0,-13679.674634615385,4.4,1.0,14.5,2.7
4483,3.0_15.5_1.2_2.7_10.0,-13778.289307692308,3.0,1.2,15.5,2.7
4484,4.6_14.5_0.8_2.7_10.0,-13670.011480769232,4.6,0.8,14.5,2.7
4485,4.6_15.5_0.7_1.8_10.0,-13682.064423076925,4.6,0.7,15.5,1.8
4486,4.0_11.5_0.5_2.0_10.0,-13697.49226923077,4.0,0.5,11.5,2.0
4487,3.6_17.5_1.2_2.9_10.0,-13794.10594230769,3.6,1.2,17.5,2.9
4488,4.0_16.5_0.8_2.9_10.0,-13714.467134615381,4.0,0.8,16.5,2.9
4489,4.2_15.0_1.4_2.2_10.0,-13712.174096153847,4.2,1.4,15.0,2.2
4490,4.4_9.0_0.8_2.8_10.0,-13782.952846153845,4.4,0.8,9.0,2.8
4491,4.2_16.5_1.0_2.9_10.0,-13711.928673076925,4.2,1.0,16.5,2.9
4492,3.4_10.5_0.7_2.0_10.0,-13675.418942307693,3.4,0.7,10.5,2.0
4493,4.8_16.0_0.9_2.2_10.0,-13677.377653846157,4.8,0.9,16.0,2.2
4494,3.0_10.0_1.2_2.7_10.0,-13682.438423076923,3.0,1.2,10.0,2.7
4495,4.6_10.0_0.7_1.8_10.0,-13774.428634615384,4.6,0.7,10.0,1.8
4496,4.6_11.0_0.8_2.7_10.0,-13736.002538461538,4.6,0.8,11.0,2.7
4497,4.8_9.5_0.9_2.8_10.0,-13812.993269230767,4.8,0.9,9.5,2.8
4498,4.4_11.0_1.0_2.7_10.0,-13702.010826923079,4.4,1.0,11.0,2.7
4499,4.8_13.5_0.9_2.2_10.0,-13669.91175,4.8,0.9,13.5,2.2
4500,4.0_9.0_1.1_2.8_10.0,-13733.744192307695,4.0,1.1,9.0,2.8
4501,4.2_10.5_1.4_2.2_10.0,-13697.03667307692,4.2,1.4,10.5,2.2
4502,3.4_15.0_0.7_2.0_10.0,-13715.909096153844,3.4,0.7,15.0,2.0
4503,4.2_13.0_1.0_2.9_10.0,-13673.502153846153,4.2,1.0,13.0,2.9
4504,3.6_12.0_1.2_2.9_10.0,-13691.222865384616,3.6,1.2,12.0,2.9
4505,4.0_14.0_0.5_2.0_10.0,-13693.17826923077,4.0,0.5,14.0,2.0
4506,4.0_12.0_0.7_1.6_10.0,-13677.392192307692,4.0,0.7,12.0,1.6
4507,4.0_13.0_0.8_2.9_10.0,-13672.570846153847,4.0,0.8,13.0,2.9
4508,4.8_16.5_0.7_2.6_10.0,-13682.164423076923,4.8,0.7,16.5,2.6
4509,4.2_11.0_1.3_2.4_10.0,-13685.156096153845,4.2,1.3,11.0,2.4
4510,3.4_10.0_0.9_2.4_10.0,-13670.874384615385,3.4,0.9,10.0,2.4
4511,3.6_10.0_1.1_2.4_10.0,-13672.289096153847,3.6,1.1,10.0,2.4
4512,4.6_14.0_0.6_2.3_10.0,-13677.558634615385,4.6,0.6,14.0,2.3
4513,3.8_12.5_1.0_2.1_10.0,-13670.627211538462,3.8,1.0,12.5,2.1
4514,3.6_15.5_1.1_2.4_10.0,-13721.390692307692,3.6,1.1,15.5,2.4
4515,4.2_14.5_1.3_2.4_10.0,-13701.245057692311,4.2,1.3,14.5,2.4
4516,3.4_15.5_0.9_2.4_10.0,-13725.56461538462,3.4,0.9,15.5,2.4
4517,4.8_13.0_0.7_2.6_10.0,-13685.724615384614,4.8,0.7,13.0,2.6
4518,3.8_17.0_1.0_2.1_10.0,-13736.889519230766,3.8,1.0,17.0,2.1
4519,4.6_11.5_0.6_2.3_10.0,-13728.145115384616,4.6,0.6,11.5,2.3
4520,3.4_15.5_0.6_2.3_10.0,-13736.436288461538,3.4,0.6,15.5,2.3
4521,4.8_14.0_0.5_2.8_10.0,-13687.011673076926,4.8,0.5,14.0,2.8
4522,4.8_13.0_0.8_2.1_10.0,-13682.432499999999,4.8,0.8,13.0,2.1
4523,3.4_9.0_1.1_1.8_10.0,-13681.117326923077,3.4,1.1,9.0,1.8
4524,4.6_11.5_0.9_2.4_10.0,-13708.398134615385,4.6,0.9,11.5,2.4
4525,3.0_10.5_1.3_2.4_10.0,-13692.516653846154,3.0,1.3,10.5,2.4
4526,4.4_11.5_1.1_2.4_10.0,-13684.728653846154,4.4,1.1,11.5,2.4
4527,3.8_9.5_1.0_1.8_10.0,-13699.46775,3.8,1.0,9.5,1.8
4528,4.8_11.5_0.5_2.8_10.0,-13756.322192307694,4.8,0.5,11.5,2.8
4529,4.8_16.5_0.8_2.1_10.0,-13678.320884615387,4.8,0.8,16.5,2.1
4530,3.4_10.0_0.6_2.3_10.0,-13684.926384615388,3.4,0.6,10.0,2.3
4531,4.4_14.0_1.1_2.4_10.0,-13675.354076923075,4.4,1.1,14.0,2.4
4532,3.0_9.0_0.8_1.8_10.0,-13675.808865384615,3.0,0.8,9.0,1.8
4533,4.6_14.0_0.9_2.4_10.0,-13667.23471153846,4.6,0.9,14.0,2.4
4534,3.0_15.0_1.3_2.4_10.0,-13769.125961538462,3.0,1.3,15.0,2.4
4535,4.8_11.0_0.9_2.3_10.0,-13744.841692307693,4.8,0.9,11.0,2.3
4536,4.0_11.5_0.8_2.8_10.0,-13675.18890384615,4.0,0.8,11.5,2.8
4537,3.6_10.5_1.2_2.8_10.0,-13679.905865384615,3.6,1.2,10.5,2.8
4538,4.0_16.5_0.5_2.1_10.0,-13729.617153846153,4.0,0.5,16.5,2.1
4539,3.4_17.5_0.7_2.1_10.0,-13789.506307692305,3.4,0.7,17.5,2.1
4540,4.4_9.0_0.5_2.0_10.0,-13803.709730769227,4.4,0.5,9.0,2.0
4541,4.2_11.5_1.0_2.8_10.0,-13674.986884615384,4.2,1.0,11.5,2.8
4542,4.2_12.0_1.4_2.3_10.0,-13683.74519230769,4.2,1.4,12.0,2.3
4543,4.4_13.5_1.0_2.6_10.0,-13670.732653846153,4.4,1.0,13.5,2.6
4544,4.6_13.5_0.8_2.6_10.0,-13670.28851923077,4.6,0.8,13.5,2.6
4545,3.0_12.5_1.2_2.6_10.0,-13707.985442307694,3.0,1.2,12.5,2.6
4546,4.2_14.0_1.0_2.8_10.0,-13681.711557692306,4.2,1.0,14.0,2.8
4547,3.4_12.0_0.7_2.1_10.0,-13678.435134615387,3.4,0.7,12.0,2.1
4548,4.2_17.5_1.4_2.3_10.0,-13761.632884615383,4.2,1.4,17.5,2.3
4549,4.0_14.0_0.8_2.8_10.0,-13677.769480769231,4.0,0.8,14.0,2.8
4550,4.0_13.0_0.5_2.1_10.0,-13687.521346153846,4.0,0.5,13.0,2.1
4551,3.6_15.0_1.2_2.8_10.0,-13730.298673076923,3.6,1.2,15.0,2.8
4552,4.8_14.5_0.9_2.3_10.0,-13666.92992307692,4.8,0.9,14.5,2.3
4553,3.2_9.0_1.2_2.6_10.0,-13677.028384615387,3.2,1.2,9.0,2.6
4554,4.6_16.0_0.8_2.6_10.0,-13679.976230769233,4.6,0.8,16.0,2.6
4555,3.0_17.0_1.2_2.6_10.0,-13813.467673076924,3.0,1.2,17.0,2.6
4556,4.4_16.0_1.0_2.6_10.0,-13691.52907692308,4.4,1.0,16.0,2.6
4557,3.6_12.0_1.0_2.6_10.0,-13674.726576923076,3.6,1.0,12.0,2.6
4558,4.2_13.0_1.2_2.6_10.0,-13679.760615384615,4.2,1.2,13.0,2.6
4559,3.4_12.0_0.8_2.6_10.0,-13676.257634615387,3.4,0.8,12.0,2.6
4560,4.8_14.5_0.6_2.4_10.0,-13676.991096153844,4.8,0.6,14.5,2.4
4561,4.0_9.0_1.3_2.7_10.0,-13728.353865384615,4.0,1.3,9.0,2.7
4562,3.8_10.5_1.1_2.3_10.0,-13672.571538461538,3.8,1.1,10.5,2.3
4563,3.4_9.5_1.2_1.4_10.0,-13675.933019230766,3.4,1.2,9.5,1.4
4564,3.2_17.0_0.5_2.1_10.0,-13817.862000000001,3.2,0.5,17.0,2.1
4565,4.4_11.0_1.2_2.8_10.0,-13699.688173076926,4.4,1.2,11.0,2.8
4566,3.2_10.0_0.8_2.8_10.0,-13670.86353846154,3.2,0.8,10.0,2.8
4567,3.0_13.5_1.4_2.3_10.0,-13741.038096153847,3.0,1.4,13.5,2.3
4568,3.0_10.0_1.0_2.8_10.0,-13672.44428846154,3.0,1.0,10.0,2.8
4569,4.6_16.0_0.7_2.1_10.0,-13681.88878846154,4.6,0.7,16.0,2.1
4570,4.8_11.0_0.6_2.4_10.0,-13762.043884615385,4.8,0.6,11.0,2.4
4571,3.8_9.0_1.3_1.4_10.0,-13713.529826923072,3.8,1.3,9.0,1.4
4572,4.2_16.5_1.2_2.6_10.0,-13723.618173076926,4.2,1.2,16.5,2.6
4573,3.4_17.5_0.8_2.6_10.0,-13782.593884615384,3.4,0.8,17.5,2.6
4574,3.6_17.5_1.0_2.6_10.0,-13769.909826923078,3.6,1.0,17.5,2.6
4575,3.0_16.0_1.4_2.3_10.0,-13801.995057692306,3.0,1.4,16.0,2.3
4576,4.6_13.5_0.7_2.1_10.0,-13675.573346153846,4.6,0.7,13.5,2.1
4577,3.0_15.5_1.0_2.8_10.0,-13764.36675,3.0,1.0,15.5,2.8
4578,4.4_14.5_1.2_2.8_10.0,-13695.016461538464,4.4,1.2,14.5,2.8
4579,3.2_12.5_0.5_2.1_10.0,-13696.778384615383,3.2,0.5,12.5,2.1
4580,3.2_15.5_0.8_2.8_10.0,-13744.642326923078,3.2,0.8,15.5,2.8
4581,3.4_9.5_1.4_2.9_10.0,-13688.428596153846,3.4,1.4,9.5,2.9
4582,3.8_15.0_1.1_2.3_10.0,-13700.650173076921,3.8,1.1,15.0,2.3
4583,3.0_17.5_1.3_2.5_10.0,-13834.304903846154,3.0,1.3,17.5,2.5
4584,4.6_16.5_0.9_2.5_10.0,-13686.266615384617,4.6,0.9,16.5,2.5
4585,4.8_9.0_0.5_2.3_10.0,-13869.35244230769,4.8,0.5,9.0,2.3
4586,4.4_16.5_1.1_2.5_10.0,-13702.200923076927,4.4,1.1,16.5,2.5
4587,4.6_9.0_1.2_1.6_10.0,-13801.07396153846,4.6,1.2,9.0,1.6
4588,3.8_11.0_1.0_1.8_10.0,-13672.070250000002,3.8,1.0,11.0,1.8
4589,4.8_14.0_0.8_2.0_10.0,-13671.348461538464,4.8,0.8,14.0,2.0
4590,3.2_9.5_1.3_2.5_10.0,-13681.016711538463,3.2,1.3,9.5,2.5
4591,4.8_13.0_0.5_2.9_10.0,-13698.35621153846,4.8,0.5,13.0,2.9
4592,3.4_12.5_0.6_2.2_10.0,-13684.028576923078,3.4,0.6,12.5,2.2
4593,4.0_15.5_0.6_1.4_10.0,-13709.381673076925,4.0,0.6,15.5,1.4
4594,3.8_14.5_1.0_1.8_10.0,-13684.658846153847,3.8,1.0,14.5,1.8
4595,4.4_13.0_1.1_2.5_10.0,-13671.62973076923,4.4,1.1,13.0,2.5
4596,3.0_12.0_1.3_2.5_10.0,-13709.930980769232,3.0,1.3,12.0,2.5
4597,4.6_13.0_0.9_2.5_10.0,-13670.477711538462,4.6,0.9,13.0,2.5
4598,4.0_10.0_0.6_1.4_10.0,-13731.240884615388,4.0,0.6,10.0,1.4
4599,3.4_17.0_0.6_2.2_10.0,-13783.98373076923,3.4,0.6,17.0,2.2
4600,4.8_11.5_0.8_2.0_10.0,-13739.333423076925,4.8,0.8,11.5,2.0
4601,4.8_16.5_0.5_2.9_10.0,-13692.289288461541,4.8,0.5,16.5,2.9
4602,3.8_13.5_1.2_1.6_10.0,-13684.892384615387,3.8,1.2,13.5,1.6
4603,3.8_15.5_1.0_2.0_10.0,-13699.692076923076,3.8,1.0,15.5,2.0
4604,4.6_13.0_0.6_2.2_10.0,-13685.54973076923,4.6,0.6,13.0,2.2
4605,3.2_14.0_0.6_1.4_10.0,-13719.978692307692,3.2,0.6,14.0,1.4
4606,3.6_9.5_0.5_2.2_10.0,-13710.948096153848,3.6,0.5,9.5,2.2
4607,3.4_17.0_0.9_2.5_10.0,-13766.322346153846,3.4,0.9,17.0,2.5
4608,4.2_16.0_1.3_2.5_10.0,-13722.15551923077,4.2,1.3,16.0,2.5
4609,3.6_17.0_1.1_2.5_10.0,-13761.845557692308,3.6,1.1,17.0,2.5
4610,4.8_10.5_0.8_1.8_10.0,-13770.5435,4.8,0.8,10.5,1.8
4611,4.8_11.5_0.7_2.7_10.0,-13742.448211538464,4.8,0.7,11.5,2.7
4612,3.2_11.5_0.6_1.4_10.0,-13691.998211538461,3.2,0.6,11.5,1.4
4613,4.6_16.5_0.6_2.2_10.0,-13691.976000000002,4.6,0.6,16.5,2.2
4614,3.8_16.0_1.2_1.6_10.0,-13719.734884615385,3.8,1.2,16.0,1.6
4615,3.8_10.0_1.0_2.0_10.0,-13683.97478846154,3.8,1.0,10.0,2.0
4616,4.8_14.0_0.7_2.7_10.0,-13674.392826923075,4.8,0.7,14.0,2.7
4617,4.8_15.0_0.8_1.8_10.0,-13669.771423076922,4.8,0.8,15.0,1.8
4618,4.0_9.5_1.2_2.4_10.0,-13714.343153846157,4.0,1.2,9.5,2.4
4619,3.6_12.5_1.1_2.5_10.0,-13684.44876923077,3.6,1.1,12.5,2.5
4620,3.4_12.5_0.9_2.5_10.0,-13676.922038461538,3.4,0.9,12.5,2.5
4621,4.2_13.5_1.3_2.5_10.0,-13692.034269230771,4.2,1.3,13.5,2.5
4622,4.6_15.0_1.0_2.3_10.0,-13675.43901923077,4.6,1.0,15.0,2.3
4623,4.2_9.0_1.0_2.6_10.0,-13750.716653846153,4.2,1.0,9.0,2.6
4624,4.6_16.5_1.4_2.8_10.0,-13735.349903846152,4.6,1.4,16.5,2.8
4625,4.4_15.0_0.8_2.3_10.0,-13675.341057692305,4.4,0.8,15.0,2.3
4626,3.2_14.0_1.2_2.3_10.0,-13717.94878846154,3.2,1.2,14.0,2.3
4627,3.8_13.5_0.6_2.1_10.0,-13684.170942307692,3.8,0.6,13.5,2.1
4628,4.8_17.5_1.1_2.6_10.0,-13704.852173076926,4.8,1.1,17.5,2.6
4629,3.8_9.5_0.6_2.0_10.0,-13722.300115384616,3.8,0.6,9.5,2.0
4630,4.2_10.0_0.5_2.4_10.0,-13752.881384615388,4.2,0.5,10.0,2.4
4631,3.6_11.0_0.7_2.4_10.0,-13673.113461538462,3.6,0.7,11.0,2.4
4632,4.0_14.5_1.4_2.6_10.0,-13721.385365384613,4.0,1.4,14.5,2.6
4633,3.8_16.0_0.6_2.1_10.0,-13720.911480769228,3.8,0.6,16.0,2.1
4634,4.6_9.0_0.9_2.6_10.0,-13810.80971153846,4.6,0.9,9.0,2.6
4635,3.4_9.0_0.7_2.0_10.0,-13696.014461538463,3.4,0.7,9.0,2.0
4636,4.4_10.5_0.8_2.3_10.0,-13734.339980769231,4.4,0.8,10.5,2.3
4637,3.2_11.5_1.2_2.3_10.0,-13688.75309615385,3.2,1.2,11.5,2.3
4638,4.6_10.5_1.0_2.3_10.0,-13736.461403846155,4.6,1.0,10.5,2.3
4639,4.6_13.0_1.4_2.8_10.0,-13688.522115384618,4.6,1.4,13.0,2.8
4640,3.6_14.5_0.7_2.4_10.0,-13693.979846153847,3.6,0.7,14.5,2.4
4641,4.0_11.0_1.4_2.6_10.0,-13684.632846153847,4.0,1.4,11.0,2.6
4642,4.2_15.5_0.5_2.4_10.0,-13699.126461538459,4.2,0.5,15.5,2.4
4643,4.8_12.0_1.1_2.6_10.0,-13704.392730769232,4.8,1.1,12.0,2.6
4644,3.4_9.0_0.8_2.7_10.0,-13686.443326923081,3.4,0.8,9.0,2.7
4645,4.6_9.0_0.6_2.1_10.0,-13828.22696153846,4.6,0.6,9.0,2.1
4646,3.8_16.0_0.9_2.6_10.0,-13713.099115384617,3.8,0.9,16.0,2.6
4647,3.0_11.5_0.5_2.4_10.0,-13690.09103846154,3.0,0.5,11.5,2.4
4648,3.2_15.0_1.4_2.6_10.0,-13774.167038461539,3.2,1.4,15.0,2.6
4649,4.4_10.5_0.7_2.4_10.0,-13740.51823076923,4.4,0.7,10.5,2.4
4650,4.8_9.0_1.1_1.4_10.0,-13846.45494230769,4.8,1.1,9.0,1.4
4651,3.4_17.0_1.4_2.8_10.0,-13817.277384615385,3.4,1.4,17.0,2.8
4652,3.4_14.5_1.0_2.3_10.0,-13703.921153846151,3.4,1.0,14.5,2.3
4653,4.0_15.5_1.2_2.3_10.0,-13708.474538461536,4.0,1.2,15.5,2.3
4654,3.6_14.5_0.8_2.3_10.0,-13690.970826923078,3.6,0.8,14.5,2.3
4655,4.8_15.0_1.3_2.8_10.0,-13695.838807692307,4.8,1.3,15.0,2.8
4656,4.0_9.5_0.9_1.4_10.0,-13731.720615384616,4.0,0.9,9.5,1.4
4657,3.2_10.5_1.4_2.6_10.0,-13696.300692307692,3.2,1.4,10.5,2.6
4658,4.4_15.0_0.7_2.4_10.0,-13678.177288461537,4.4,0.7,15.0,2.4
4659,3.0_14.0_0.5_2.4_10.0,-13732.502403846156,3.0,0.5,14.0,2.4
4660,3.0_9.0_1.1_2.7_10.0,-13674.23953846154,3.0,1.1,9.0,2.7
4661,3.8_13.5_0.9_2.6_10.0,-13677.531999999997,3.8,0.9,13.5,2.6
4662,3.8_9.5_0.9_2.7_10.0,-13700.708615384618,3.8,0.9,9.5,2.7
4663,4.8_10.5_1.3_2.8_10.0,-13743.716269230768,4.8,1.3,10.5,2.8
4664,4.0_10.0_1.2_2.3_10.0,-13696.643500000002,4.0,1.2,10.0,2.3
4665,3.6_11.0_0.8_2.3_10.0,-13669.356692307689,3.6,0.8,11.0,2.3
4666,3.4_12.5_1.4_2.8_10.0,-13718.169903846156,3.4,1.4,12.5,2.8
4667,4.4_9.5_1.0_1.4_10.0,-13757.083423076925,4.4,1.0,9.5,1.4
4668,3.4_11.0_1.0_2.3_10.0,-13668.821288461537,3.4,1.0,11.0,2.3
4669,4.8_12.5_1.0_2.5_10.0,-13687.99925,4.8,1.0,12.5,2.5
4670,3.2_9.0_0.9_1.6_10.0,-13678.764807692305,3.2,0.9,9.0,1.6
4671,4.0_14.0_1.3_1.8_10.0,-13691.801461538464,4.0,1.3,14.0,1.8
4672,3.6_15.0_0.9_1.8_10.0,-13698.225192307695,3.6,0.9,15.0,1.8
4673,3.6_14.0_0.6_2.7_10.0,-13692.726269230769,3.6,0.6,14.0,2.7
4674,3.4_15.0_1.1_1.8_10.0,-13714.491980769226,3.4,1.1,15.0,1.8
4675,3.2_11.0_1.3_2.0_10.0,-13687.204615384615,3.2,1.3,11.0,2.0
4676,4.4_10.0_0.9_2.0_10.0,-13741.37223076923,4.4,0.9,10.0,2.0
4677,4.6_16.0_1.3_1.6_10.0,-13697.038173076926,4.6,1.3,16.0,1.6
4678,4.6_10.0_1.1_2.0_10.0,-13751.054211538463,4.6,1.1,10.0,2.0
4679,3.0_16.0_0.6_2.9_10.0,-13784.136942307698,3.0,0.6,16.0,2.9
4680,3.8_16.5_0.7_2.2_10.0,-13727.562230769232,3.8,0.7,16.5,2.2
4681,4.6_9.5_0.8_2.5_10.0,-13784.396,4.6,0.8,9.5,2.5
4682,3.4_9.5_0.6_2.3_10.0,-13690.206942307692,3.4,0.6,9.5,2.3
4683,3.6_9.0_1.0_1.6_10.0,-13699.666826923078,3.6,1.0,9.0,1.6
4684,3.4_10.5_1.1_1.8_10.0,-13668.44953846154,3.4,1.1,10.5,1.8
4685,4.0_11.5_1.3_1.8_10.0,-13677.25551923077,4.0,1.3,11.5,1.8
